time_s,ax,ay,az,gx,gy,gz
0.00,-0.5107379,9.633517,1.342109,-0.03840953,0.1141189,0.05724591
0.02,-0.5095782,9.54395,1.32481,-0.02854612,0.1362125,0.04454342
0.04,-0.5235722,9.432335,1.343183,-0.0180754,0.1552679,0.01498474
0.06,-0.4676737,9.44908,1.410112,0.005680965,0.1680412,-0.0201231
0.08,-0.4373275,9.547771,1.451821,0.02353018,0.18009,-0.04575076
0.10,-0.4887175,9.653942,1.479282,0.02785443,0.1909642,-0.04926355
0.12,-0.5224259,9.803634,1.54392,0.02596997,0.1968572,-0.03576908
0.14,-0.5212722,9.87909,1.582786,0.015853,0.1969559,-0.01783596
0.16,-0.5300944,9.85129,1.598761,0.00399915,0.1921126,-0.0004716249
0.18,-0.5346677,9.815098,1.651274,-0.002635421,0.1776545,0.01075606
0.20,-0.5646305,9.751153,1.660696,-0.01257744,0.1561441,0.01293598
0.22,-0.5696726,9.690605,1.650426,-0.01504638,0.1312103,0.007049383
0.24,-0.5761642,9.645159,1.660884,-0.00554913,0.110891,-0.002676845
0.26,-0.5773253,9.640492,1.636519,0.006137844,0.08906958,-0.00842605
0.28,-0.5821556,9.681053,1.638274,0.01758948,0.06774902,-0.003318913
0.30,-0.5917836,9.742337,1.628151,0.02724575,0.04878217,0.005478221
0.32,-0.5865648,9.745338,1.628778,0.03530455,0.02939783,0.01250945
0.34,-0.5626768,9.705987,1.623919,0.04031059,0.007955856,0.01760568
0.36,-0.5754489,9.640333,1.599227,0.0477206,-0.007854414,0.01994804
0.38,-0.6193439,9.622246,1.566625,0.05306399,-0.02073669,0.01291825
0.40,-0.6207496,9.648265,1.588122,0.06371676,-0.04598223,0.00228134
0.42,-0.5764664,9.726771,1.606536,0.07872768,-0.0755135,0.001151381
0.44,-0.580888,9.729735,1.513144,0.09328964,-0.08908885,0.01389535
0.46,-0.5582485,9.727146,1.455466,0.1116564,-0.09057156,0.03146995
0.48,-0.5571431,9.744385,1.406338,0.122485,-0.0790256,0.0488136
0.50,-0.5684025,9.800592,1.388927,0.1103015,-0.06440423,0.05209208
0.52,-0.5646912,9.752193,1.324658,0.08454993,-0.03839975,0.03759642
0.54,-0.5488718,9.695228,1.29972,0.07168825,0.0001145294,0.005741049
0.56,-0.5069045,9.679626,1.326962,0.05356009,0.03360285,-0.02611456
0.58,-0.4926533,9.696987,1.330248,0.02893908,0.04553645,-0.04820043
0.60,-0.4846025,9.732327,1.332011,0.006391156,0.04797769,-0.05604356
0.62,-0.4758248,9.786576,1.359849,0.01563156,0.04128526,-0.05067573
0.64,-0.4292303,9.87772,1.387936,0.03764973,0.02388058,-0.02989064
0.66,-0.4197086,9.883158,1.358813,0.05333851,0.007112843,-0.003768731
0.68,-0.4007448,9.829951,1.329253,0.06175271,-0.006797792,0.0139389
0.70,-0.3886065,9.842299,1.320476,0.07335801,-0.01646291,0.02202746
0.72,-0.3739502,9.874559,1.33109,0.07849866,-0.02725114,0.02185623
0.74,-0.3446768,9.88683,1.316206,0.07486818,-0.04188522,0.02940072
0.76,-0.3267112,9.907331,1.26101,0.06849886,-0.04836768,0.05838592
0.78,-0.3628538,9.959975,1.18352,0.06215691,-0.03525456,0.1015186
0.80,-0.3970568,9.959466,1.147864,0.04346308,-0.01749894,0.1451432
0.82,-0.4320972,9.91024,1.093585,0.02442603,0.008846947,0.1754949
0.84,-0.4444217,9.845178,1.067332,0.02352414,0.04212248,0.1861934
0.86,-0.4501399,9.753893,1.060783,0.03797982,0.08327057,0.1789558
0.88,-0.4881962,9.726184,1.042969,0.03878383,0.1280805,0.1697924
0.90,-0.5330899,9.655861,1.020272,0.01727445,0.174987,0.1635177
0.92,-0.5588384,9.581084,1.040447,-0.002352414,0.2132023,0.1556977
0.94,-0.5244532,9.71486,1.143518,0.01087715,0.2235421,0.1391147
0.96,-0.4669882,9.770011,1.280245,0.04166408,0.2071949,0.1171189
0.98,-0.4913295,9.708823,1.366215,0.05209948,0.1607538,0.1053392
1.00,-0.6145417,9.736719,1.407005,0.02636506,0.1089402,0.09455404
1.02,-0.7011317,9.6847,1.419602,-0.01151022,0.05643737,0.09260905
1.04,-0.6818696,9.589884,1.386881,-0.0381549,0.009063789,0.07825354
1.06,-0.5753521,9.439829,1.386863,-0.0319613,-0.03516421,0.04601737
1.08,-0.4594223,9.437695,1.412695,0.007195772,-0.09620415,0.008924858
1.10,-0.3912465,9.53993,1.43499,0.06507581,-0.166907,-0.0128883
1.12,-0.4026037,9.61685,1.404009,0.09869981,-0.2181019,-0.004073567
1.14,-0.4633117,9.62741,1.314395,0.08020166,-0.2483584,0.02591332
1.16,-0.4706168,9.702458,1.267801,0.03285861,-0.2651963,0.05969695
1.18,-0.4482508,9.78836,1.194927,-0.004918662,-0.2673151,0.07322863
1.20,-0.3709279,9.759674,1.116082,-0.01913656,-0.2559628,0.06222584
1.22,-0.2649959,9.755147,1.070548,-0.01189294,-0.2295653,0.03830325
1.24,-0.2254693,9.746244,0.9696376,0.004893905,-0.1959452,0.01892514
1.26,-0.1928412,9.757453,0.8904471,0.03279502,-0.1372175,0.01323966
1.28,-0.1645136,9.797743,0.8666093,0.06661083,-0.0698279,0.01031335
1.30,-0.08578686,9.849864,0.9275805,0.08866233,-0.0248797,0.007936464
1.32,-0.04432519,9.854585,0.9511334,0.09954786,0.006190795,0.01674741
1.34,-0.07594339,9.951184,0.8937118,0.09762843,0.05922028,0.02632466
1.36,-0.1117789,9.955455,0.8109942,0.07589853,0.1474885,0.0274245
1.38,-0.08241294,9.855436,0.7613969,0.03675602,0.2477838,0.020431
1.40,-0.007358561,9.713437,0.778423,-0.008152014,0.3374382,-0.004539328
1.42,0.08475584,9.66668,0.8705297,-0.03197198,0.400927,-0.03010198
1.44,0.1287336,9.720504,0.971471,-0.04196454,0.4258332,-0.03840961
1.46,0.07727784,9.80966,1.032467,-0.05673319,0.4219547,-0.02407647
1.48,-0.03392485,9.915074,1.055798,-0.06504539,0.4104387,0.01041467
1.50,-0.04984762,9.901161,1.100277,-0.06104003,0.3865763,0.043177
1.52,0.02261832,9.884183,1.15279,-0.03469407,0.3436478,0.06111345
1.54,0.1041255,9.972781,1.202997,0.001226914,0.2862821,0.07379521
1.56,0.04702255,10.00374,1.156542,0.01883652,0.2334585,0.08668464
1.58,-0.07470472,10.01537,1.013425,0.01040548,0.2059039,0.1055971
1.60,-0.09927216,10.00252,0.9332717,0.003712286,0.2111899,0.1151449
1.62,-0.08725157,9.826283,0.8734553,-0.004147431,0.2340805,0.1195087
1.64,-0.07020582,9.698954,0.885001,-0.01548066,0.2514747,0.1103602
1.66,-0.02888619,9.620973,0.8887364,-0.03151998,0.2536055,0.07784522
1.68,-0.02780123,9.607687,0.9236505,-0.02470765,0.2509474,0.02651181
1.70,0.01185468,9.634146,1.032714,0.00490552,0.2326345,-0.02944639
1.72,0.06510691,9.678209,1.111512,0.03070183,0.1888737,-0.0717278
1.74,-0.01387446,9.725317,1.106735,0.03870349,0.1334005,-0.09331875
1.76,-0.09457579,9.717081,1.113697,0.04780954,0.08654793,-0.09715666
1.78,-0.06377074,9.710752,1.149637,0.07805958,0.03818956,-0.09781042
1.80,0.01264614,9.735782,1.207121,0.1184962,-0.02284711,-0.09604031
1.82,0.02212973,9.7995,1.251718,0.1590659,-0.09303366,-0.1016602
1.84,-0.01661046,9.82545,1.237159,0.1800403,-0.149361,-0.0921047
1.86,-0.04683648,9.770868,1.169663,0.1693892,-0.1886756,-0.06301276
1.88,-0.03458283,9.671272,1.053492,0.1556514,-0.1858106,-0.03406321
1.90,-0.02744392,9.738385,1.02388,0.1483131,-0.1694497,-0.01806035
1.92,-0.02265549,9.799357,0.9914398,0.1314553,-0.1413814,-0.009869066
1.94,-0.07914857,9.835143,0.9225074,0.09947377,-0.1009695,-0.01054186
1.96,-0.1215471,9.854091,0.8857928,0.05817172,-0.04173453,-0.01121141
1.98,-0.1410532,9.917024,0.8805615,0.02950004,0.01118303,-0.01783599
2.00,-0.1258835,9.974047,0.9580488,0.02022073,0.04563181,-0.0250669
2.02,-0.1132229,9.959875,1.023462,0.003325861,0.05341835,-0.02456586
2.04,-0.1581561,9.888474,1.031449,-0.02402484,0.04844096,-0.01889765
2.06,-0.1997131,9.798383,1.038205,-0.04738652,0.03839849,-0.006133587
2.08,-0.1793817,9.719782,1.074676,-0.05724245,0.00890792,-0.0007635651
2.10,-0.1296032,9.646058,1.115615,-0.0420708,-0.0352307,0.004544673
2.12,-0.1360805,9.666388,1.0913,-0.01856948,-0.07211082,0.01540083
2.14,-0.2376605,9.746939,1.027603,-0.01249565,-0.09462069,0.03298762
2.16,-0.2872687,9.748795,0.9646774,-0.02158012,-0.1062583,0.05107384
2.18,-0.2702554,9.730978,0.9438654,-0.01437419,-0.1093331,0.05392917
2.20,-0.2861994,9.765638,0.950803,0.006895851,-0.1006803,0.03509924
2.22,-0.2790009,9.72761,0.9682816,0.008437279,-0.1002329,0.001225524
2.24,-0.2761276,9.731487,0.9256172,-0.01981172,-0.1072426,-0.02763706
2.26,-0.2813105,9.75664,0.9125701,-0.04284871,-0.1111418,-0.04654062
2.28,-0.2571601,9.692215,0.9200574,-0.05959271,-0.1128638,-0.0474802
2.30,-0.2042118,9.676736,0.9225492,-0.06707378,-0.125397,-0.03276853
2.32,-0.2021597,9.794383,0.8809935,-0.0658417,-0.1393092,-0.01079439
2.34,-0.2317964,9.881577,0.8463056,-0.05355144,-0.135308,0.01290332
2.36,-0.2386058,9.764809,0.7721023,-0.0399473,-0.1177669,0.02986271
2.38,-0.1967905,9.674374,0.7443274,-0.0188252,-0.08013,0.02735256
2.40,-0.1705895,9.637376,0.7616938,-0.002019654,-0.04362941,0.006202746
2.42,-0.1859532,9.683288,0.8017659,-0.005000658,-0.0209027,-0.02149261
2.44,-0.2217631,9.683303,0.800072,-0.01911965,-0.0004492498,-0.03287382
