time_s,ax,ay,az,gx,gy,gz
0.00,1.323283,8.72906,4.31008,-0.04428399,0.06269305,0.01254973
0.02,1.337008,8.716982,4.361099,-0.03668186,0.06805682,0.01296725
0.04,1.318079,8.712441,4.408017,-0.03171941,0.05801157,0.008893642
0.06,1.288277,8.709285,4.454951,-0.02892921,0.03435887,0.008865621
0.08,1.296053,8.709844,4.438027,-0.02954284,0.01558293,0.008184355
0.10,1.315534,8.690986,4.374467,-0.03291212,0.01487688,0.006883871
0.12,1.335606,8.680898,4.34513,-0.03704367,0.02999193,0.002897682
0.14,1.335357,8.679358,4.365674,-0.04123865,0.03792624,-0.002641587
0.16,1.327358,8.681331,4.439346,-0.03205535,0.03662753,-0.006026286
0.18,1.317528,8.678776,4.54523,-0.01882604,0.01589178,-0.01020745
0.20,1.286317,8.672445,4.625241,-0.0005938864,-0.01455634,-0.01282525
0.22,1.268294,8.676827,4.614044,0.01087926,-0.04389263,-0.01286141
0.24,1.277662,8.700826,4.487558,0.02094609,-0.05180744,-0.01047934
0.26,1.277389,8.723507,4.363826,0.02293578,-0.03998972,-0.007038315
0.28,1.283041,8.73083,4.295835,0.02077947,-0.02355523,-0.001293145
0.30,1.309551,8.716225,4.284081,0.01404685,-0.01387353,-0.000738851
0.32,1.307946,8.71011,4.29576,0.004720372,-0.00688653,-0.00107187
0.34,1.297466,8.709394,4.313503,-0.006316064,-0.007969061,-0.001057202
0.36,1.305081,8.705116,4.34606,-0.01422526,-0.01312928,-0.001374905
0.38,1.317078,8.700627,4.363952,-0.02549762,-0.02668816,-0.005583094
0.40,1.325135,8.68338,4.340802,-0.03794235,-0.02600328,-0.004352794
0.42,1.331143,8.696959,4.281932,-0.05596356,-0.0187696,-0.008269126
0.44,1.318502,8.709729,4.22533,-0.07631823,-0.003640128,-0.009041592
0.46,1.280679,8.72823,4.199439,-0.08839706,0.02879662,-0.006768019
0.48,1.267108,8.730358,4.243833,-0.0964301,0.06359382,0.001746179
0.50,1.276999,8.693095,4.403106,-0.0956048,0.07799307,0.00716414
0.52,1.297958,8.644144,4.537758,-0.09010377,0.0664048,0.006400113
0.54,1.347128,8.616861,4.598707,-0.07737843,0.0573322,9.671796e-05
0.56,1.32267,8.578575,4.656203,-0.07210647,0.04664535,-0.01005828
0.58,1.293095,8.59144,4.725139,-0.05919388,0.02364821,-0.01520014
0.60,1.25836,8.618751,4.732824,-0.04542064,-0.01036612,-0.01787942
0.62,1.253079,8.62864,4.689927,-0.03646448,-0.03808221,-0.01752238
0.64,1.256229,8.632607,4.598312,-0.03015215,-0.04772219,-0.01628182
0.66,1.274485,8.63377,4.537229,-0.02670398,-0.04782312,-0.01623768
0.68,1.21424,8.684094,4.499535,-0.01892429,-0.02906315,-0.00665633
0.70,1.288461,8.621699,4.608737,-0.01225836,-0.02078174,-0.006216006
0.72,1.307201,8.589293,4.596128,-0.0007037988,-0.02178681,-0.008937671
0.74,1.210637,8.671866,4.537438,0.005648045,-0.003929563,-0.001206124
