time_s,ax,ay,az,gx,gy,gz
0.00,0.181273,9.428144,2.703378,-0.01149084,0.01900549,0.02077884
0.02,0.2128543,9.40203,2.672954,-0.006689917,0.0240778,0.01758279
0.04,0.2512441,9.435654,2.719019,-0.0009746315,0.0329795,0.01167545
0.06,0.2573456,9.371267,2.753429,-0.0106468,0.0247532,0.0003369084
0.08,0.2669788,9.400624,2.755938,-0.01249419,0.009822466,-0.007677948
0.10,0.2475639,9.472109,2.749536,-0.01187916,0.007358309,-0.002464238
0.12,0.2457595,9.517772,2.734058,-0.008188111,0.01151181,0.01092286
0.14,0.2264695,9.480451,2.774521,-0.002114802,0.01229212,0.01955263
0.16,0.2170672,9.454033,2.830971,-0.001701106,0.007839443,0.004528516
0.18,0.1799466,9.379658,2.833907,-0.0009614709,-0.006819909,-0.01215916
0.20,0.1305378,9.457028,2.845402,0.005602435,-0.02995087,-0.01021834
0.22,0.08041609,9.491048,2.807293,0.009574912,-0.04854719,-0.009768219
0.24,0.1296759,9.529786,2.742489,0.0164974,-0.05744408,0.00116824
0.26,0.1717667,9.556787,2.680195,0.02138621,-0.04870871,0.007841547
0.28,0.2000671,9.540104,2.593464,0.02340609,-0.02851853,0.0184371
0.30,0.2164682,9.432657,2.509479,0.02206142,-0.008003866,0.02238138
0.32,0.2329442,9.307641,2.455942,0.02792604,0.01625486,0.02512425
0.34,0.2536252,9.254763,2.410684,0.04884422,0.04378431,0.03213834
0.36,0.3128828,9.270198,2.444378,0.0680313,0.08830574,0.03172339
0.38,0.3996961,9.295978,2.454288,0.09413456,0.1305286,0.03358463
0.40,0.4247024,9.293385,2.44807,0.1147155,0.178008,0.04240264
0.42,0.3518005,9.34907,2.464088,0.1179577,0.2247145,0.04803636
0.44,0.3489318,9.404915,2.481182,0.1082732,0.2478798,0.04536487
0.46,0.3389651,9.435804,2.476984,0.107215,0.2665138,0.03387167
0.48,0.3513406,9.485495,2.572324,0.1063936,0.2775158,0.02656111
0.50,0.300098,9.626233,2.678409,0.0935016,0.2661842,0.0189956
0.52,0.2549474,9.783628,2.786729,0.05899382,0.2320855,0.01479223
0.54,0.2472466,9.807371,2.838526,0.02590756,0.1795711,0.01932416
0.56,0.2524972,9.718574,2.811046,0.01522433,0.1230225,0.03259939
0.58,0.2496277,9.674025,2.783771,0.01238455,0.06525365,0.04774581
0.60,0.2164981,9.608543,2.731055,0.009310845,0.01497046,0.06299115
0.62,0.2261674,9.60244,2.663627,0.01610358,-0.02140111,0.07293667
0.64,0.2071806,9.551548,2.590494,0.02154227,-0.02918371,0.07290152
0.66,0.2231396,9.454683,2.536971,0.01365594,-0.03079157,0.06718533
0.68,0.2313347,9.425299,2.502396,0.0008637467,-0.03501149,0.05297212
0.70,0.2278645,9.41963,2.489442,-0.00528359,-0.03330914,0.03906085
0.72,0.2046476,9.395092,2.448799,0.004669165,-0.02878354,0.03094313
0.74,0.1922566,9.385109,2.45277,0.03131165,-0.03265618,0.01679769
0.76,0.1781906,9.425829,2.46719,0.05613475,-0.04051206,0.001522046
0.78,0.1299977,9.44344,2.470479,0.06794894,-0.05309196,-0.01347834
0.80,0.09516942,9.442058,2.493855,0.0702837,-0.07819963,-0.03543676
