time_s,ax,ay,az,gx,gy,gz
0.00,0.1094134,9.6056,2.275334,0.02238454,-0.05426514,-0.006035914
0.02,0.09942402,9.578835,2.180408,0.03309088,-0.1124151,-0.01579768
0.04,0.1225735,9.517745,2.053401,0.04228356,-0.1253689,-0.01536539
0.06,0.1986218,9.425283,2.027558,0.04474044,-0.1087302,-0.02837679
0.08,0.3023183,9.415587,2.088875,0.05351973,-0.1030844,-0.05311651
0.10,0.3459585,9.49153,2.13846,0.05957359,-0.1037619,-0.08434587
0.12,0.3275619,9.658323,2.174553,0.06021806,-0.09775962,-0.1006739
0.14,0.280687,9.797449,2.107531,0.0535913,-0.07213034,-0.0738735
0.16,0.2467595,9.829022,2.017969,0.04682169,-0.03464385,-0.01955018
0.18,0.2692009,9.860691,2.049232,0.03376551,0.002632607,0.02668838
0.20,0.2809404,9.846345,2.085702,0.01499285,0.03282634,0.05039476
0.22,0.2511261,9.774894,2.036735,-0.01545002,0.06540359,0.0521377
0.24,0.2352502,9.681589,1.996691,-0.03635942,0.09483574,0.03787451
0.26,0.2174335,9.609358,1.999387,-0.03287204,0.1143812,0.02165308
0.28,0.2208713,9.590119,2.012781,-0.02050749,0.1150846,0.01537709
0.30,0.1786151,9.539683,1.987695,-0.009651316,0.1117434,0.02390057
0.32,0.1868825,9.45672,1.948005,0.004302778,0.1039501,0.0364953
0.34,0.2213017,9.3879,1.947612,0.03280402,0.09986163,0.04197047
0.36,0.2245552,9.339314,1.952957,0.06264282,0.0983725,0.03063702
0.38,0.2498998,9.366238,1.951819,0.08353018,0.09257367,0.0139991
0.40,0.2654324,9.458259,1.977089,0.1072195,0.08239613,-0.002087608
0.42,0.230945,9.523471,1.976948,0.1243289,0.07546301,-0.02293924
0.44,0.2690111,9.562655,2.024444,0.1237418,0.06269472,-0.03492229
0.46,0.283469,9.63998,2.04006,0.1111012,0.03789423,-0.03661155
0.48,0.3076616,9.70736,2.038306,0.09840616,0.01743501,-0.02408322
0.50,0.3292985,9.753172,2.059184,0.09303583,-0.008876338,-0.01206778
0.52,0.371776,9.784251,2.064226,0.09685682,-0.03344711,0.00439942
0.54,0.3763981,9.852897,2.027066,0.1013681,-0.04413861,0.02276389
0.56,0.3838688,9.851553,2.00952,0.1002912,-0.04810146,0.02769163
0.58,0.4150017,9.828761,1.989282,0.08566205,-0.05234759,0.02873474
0.60,0.4454459,9.7682,1.973283,0.06447762,-0.05717912,0.02940637
0.62,0.4388172,9.729426,1.930437,0.03972141,-0.05832944,0.04057261
0.64,0.4348127,9.686783,1.870047,0.02672466,-0.05820992,0.06179543
0.66,0.3976886,9.671913,1.794506,0.02934842,-0.04239285,0.08531005
0.68,0.3810621,9.589115,1.764494,0.0392756,-0.01865168,0.09309506
0.70,0.4150934,9.527437,1.760787,0.04518932,0.0006162911,0.08310087
0.72,0.4213061,9.474134,1.771062,0.04290068,0.01424826,0.05972162
0.74,0.4380252,9.449586,1.790801,0.04512265,0.02050618,0.03123879
0.76,0.4499939,9.501632,1.817253,0.05684071,0.01883379,0.009854612
0.78,0.4464493,9.558049,1.805684,0.07948136,0.01627544,0.004932278
0.80,0.4022264,9.690378,1.813291,0.1012395,0.009240176,0.009313579
0.82,0.3620071,9.767719,1.824295,0.1034842,0.0007706517,0.01778733
0.84,0.3431068,9.740875,1.809191,0.09241531,-0.01132141,0.02077318
0.86,0.3553852,9.651389,1.770817,0.07990016,-0.01156323,0.01918007
0.88,0.3516012,9.484128,1.705946,0.06440915,0.001376609,0.008312977
0.90,0.3610754,9.387979,1.663747,0.05143198,0.02402647,-0.01770467
0.92,0.3316692,9.370658,1.636185,0.05088018,0.05581106,-0.05026488
0.94,0.3048268,9.416647,1.64067,0.07387272,0.09115548,-0.08720089
0.96,0.3393776,9.510482,1.718526,0.09259585,0.1081422,-0.1171599
0.98,0.3207418,9.597975,1.745952,0.1025534,0.106208,-0.1235248
1.00,0.2932638,9.646668,1.736776,0.1135312,0.1101867,-0.1148569
1.02,0.300174,9.661819,1.778585,0.122737,0.1089201,-0.09854922
1.04,0.2945839,9.762437,1.810092,0.1091669,0.09005432,-0.08080813
1.06,0.2714033,9.930457,1.820279,0.07850456,0.06377003,-0.05145167
1.08,0.1760117,10.07025,1.717994,0.03210084,0.06323699,-0.0157252
1.10,0.05069692,10.03143,1.578018,-0.02179944,0.09932644,0.009152035
1.12,0.04010449,9.814837,1.501911,-0.06657877,0.1461797,-0.003572112
1.14,0.1234001,9.685846,1.568013,-0.08388969,0.1670105,-0.05627982
1.16,0.171765,9.726583,1.690542,-0.08707631,0.1361518,-0.1225473
1.18,0.1230697,9.850237,1.79777,-0.08884224,0.06092839,-0.1548812
1.20,0.06105973,9.896415,1.77831,-0.09092852,-0.02659985,-0.1377708
1.22,0.03390685,9.870618,1.70331,-0.06978089,-0.1035185,-0.08983545
1.24,0.1040585,9.782149,1.653069,-0.02394327,-0.1620304,-0.03956638
1.26,0.09881741,9.661912,1.575103,0.01505112,-0.1969047,-0.01681846
1.28,0.07077223,9.573172,1.561135,0.02843734,-0.2138258,-0.02567582
1.30,0.06747182,9.626873,1.592314,0.01755507,-0.219657,-0.046814
1.32,0.05296243,9.663057,1.557049,-0.002191005,-0.2164783,-0.06592398
1.34,0.1115,9.670229,1.552753,-0.007333063,-0.2157506,-0.07661345
1.36,0.1786144,9.632937,1.546557,0.005855761,-0.2107614,-0.07712335
1.38,0.1965036,9.631108,1.481563,0.03166925,-0.1964139,-0.06139791
1.40,0.2063839,9.785432,1.47034,0.06087434,-0.1779172,-0.03186053
1.42,0.1571729,10.0246,1.458799,0.07738861,-0.138698,0.00779682
1.44,0.08918298,10.074,1.380366,0.07023919,-0.08374865,0.04227035
1.46,0.1015185,10.00677,1.359069,0.0511134,-0.03122458,0.05307479
1.48,0.1648327,9.827471,1.399681,0.04364576,0.007438995,0.03511482
1.50,0.2095536,9.714664,1.454339,0.03557744,0.02797267,0.009717502
1.52,0.2237294,9.637707,1.45499,0.01320336,0.02771611,-0.00837806
1.54,0.1625405,9.627618,1.463302,-0.01853449,0.02875974,-0.0034557
