time_s,ax,ay,az,gx,gy,gz
0.00,0.9364015,9.885745,0.9261154,0.04440367,-0.07739462,-0.01107565
0.02,0.9414178,9.960346,0.8974556,0.04113325,-0.07118806,0.01295782
0.04,0.9946005,9.857523,0.8893102,0.02907058,-0.05972675,0.02123131
0.06,1.026665,9.748729,0.8605961,0.008433804,-0.04726181,0.01098695
0.08,1.014323,9.691032,0.8423193,-0.002482303,-0.02479765,-0.005657925
0.10,0.9852676,9.673436,0.8310882,0.002863022,0.004922531,-0.02150322
0.12,0.985673,9.673317,0.8650398,0.005732642,0.03108437,-0.02511398
0.14,0.9874709,9.686168,0.8644901,-0.001517867,0.03931147,-0.01509475
0.16,0.9595828,9.729674,0.8726069,-0.003765832,0.04599964,-0.001995109
0.18,0.9366924,9.790034,0.9062521,0.006971344,0.05629165,0.00674036
0.20,0.9472885,9.791789,0.9558092,0.01687972,0.05831705,0.00390185
0.22,0.973169,9.778621,0.988245,0.02027521,0.0483814,-0.01213352
0.24,0.9855977,9.822351,0.9910222,0.01038111,0.02695411,-0.01979472
0.26,0.9561045,9.873281,0.9854711,-0.0006329898,0.01075498,-0.01356754
0.28,0.9254827,9.868435,0.9562407,-0.004106719,0.005060388,0.007492519
0.30,0.9149895,9.823306,0.9172391,-0.01056346,0.007201565,0.02917772
0.32,0.9196481,9.796775,0.8834088,-0.02155311,0.009505489,0.04330283
0.34,0.9102676,9.741964,0.8318416,-0.02795768,0.01862741,0.04395812
0.36,0.9074236,9.667268,0.8057226,-0.02047478,0.03499114,0.03287307
0.38,0.9095123,9.609807,0.7953739,0.003286626,0.05731054,0.02112088
0.40,0.8988783,9.554401,0.8042312,0.02857338,0.07580412,0.009708843
0.42,0.9273458,9.549673,0.8315735,0.04451055,0.08058174,0.005665475
0.44,0.9091577,9.726224,0.8235478,0.03905974,0.07616973,0.007261253
0.46,0.7478679,9.698653,0.7571889,-0.002711144,0.07733092,0.02682699
0.48,0.786278,9.756337,0.7601008,-0.02702028,0.0827691,0.04219098
0.50,0.9091142,9.69369,0.8013604,-0.02801335,0.08669753,0.03858452
0.52,0.9430657,9.594337,0.8009968,-0.02887868,0.08623334,0.02067341
0.54,0.9208369,9.53326,0.7018277,-0.058183,0.1012084,0.004001028
0.56,0.8225029,9.483165,0.5574284,-0.09789164,0.1501445,-0.004658674
0.58,0.7527725,9.372049,0.5110466,-0.1067732,0.2290593,-0.01820097
0.60,0.7723386,9.215388,0.5916231,-0.06321368,0.3086045,-0.0402117
0.62,0.7764376,9.274301,0.6602636,0.0124118,0.3712944,-0.07887304
0.64,0.8097396,9.584297,0.7852984,0.0770411,0.3915091,-0.1215242
0.66,0.857302,9.85407,0.8796005,0.08660587,0.359622,-0.1455924
0.68,0.8192143,9.92934,0.8593166,0.06186269,0.3119194,-0.146687
0.70,0.8003895,9.886035,0.9149666,0.05852394,0.2725573,-0.1368663
0.72,0.8634704,9.783247,1.01627,0.09154903,0.2448416,-0.1187721
0.74,0.9294688,9.772312,1.039371,0.1333414,0.2042819,-0.1007937
0.76,0.9493875,9.836087,1.010842,0.1571725,0.1562697,-0.07862527
0.78,0.9277858,9.917548,0.9389068,0.1591679,0.1356138,-0.04727396
0.80,0.8458284,9.982903,0.8424473,0.1611851,0.1582723,-0.008520161
0.82,0.8016609,9.950842,0.7823876,0.1610433,0.2102952,0.01102134
0.84,0.8403824,9.941931,0.8025109,0.1611515,0.2695873,0.002989883
0.86,0.8994679,9.947112,0.8658993,0.1511356,0.3067056,-0.02497784
0.88,0.92564,9.958488,0.9094979,0.1238568,0.3194247,-0.0486865
0.90,0.8831354,9.979209,0.925095,0.08857412,0.3195934,-0.05623984
0.92,0.8179702,9.974018,0.9353637,0.06088771,0.3210699,-0.04431229
0.94,0.7794123,9.991234,0.9502808,0.04079391,0.3179169,-0.01310385
0.96,0.7473975,9.977147,0.9555211,0.03361951,0.305112,0.01652055
0.98,0.7797126,9.956026,1.008017,0.04232329,0.2798724,0.02308505
1.00,0.7913662,9.969939,1.030283,0.06107266,0.2490787,0.01368824
1.02,0.8020095,9.914112,1.000479,0.06825941,0.2207704,0.002916941
1.04,0.7655743,9.872919,0.9257578,0.06921351,0.203951,-0.006905701
1.06,0.7422689,9.858223,0.9080199,0.07295743,0.2002576,-0.005594461
1.08,0.7466848,9.887185,0.8902751,0.07906166,0.2044404,-0.002329034
1.10,0.7699336,9.91994,0.8979965,0.08481345,0.2019377,-0.0006022162
1.12,0.7995761,9.898458,0.9073998,0.08116832,0.1886656,0.003668749
1.14,0.7475001,9.868402,0.8889456,0.0642916,0.1808145,0.007590964
1.16,0.708369,9.84984,0.8591497,0.03327375,0.1796991,0.0126415
1.18,0.6776071,9.765609,0.8582449,-0.005004774,0.1726921,0.01214585
1.20,0.6775481,9.830783,0.8858909,-0.03855575,0.1502839,0.01506536
1.22,0.6555538,9.926768,0.9130764,-0.06111152,0.1170235,0.02248897
1.24,0.5708825,9.961656,0.8877888,-0.08232708,0.08640198,0.03569769
1.26,0.4842059,9.881924,0.8470078,-0.0981432,0.06482116,0.03506881
1.28,0.4597612,9.854472,0.8751513,-0.09803001,0.04231698,0.01849462
1.30,0.5291978,9.740126,0.9834986,-0.09708762,-0.00393561,-0.002479285
1.32,0.5628449,9.74728,0.9781324,-0.1204763,-0.07630603,-0.01274623
1.34,0.4953246,9.786925,0.8793992,-0.1577152,-0.1363968,-0.002207114
1.36,0.3990643,9.760262,0.7792939,-0.1799562,-0.1608138,0.01825262
1.38,0.3918032,9.625336,0.7573145,-0.1645069,-0.1592962,0.03019216
1.40,0.4628145,9.512741,0.7727621,-0.1147371,-0.1527711,0.01683007
1.42,0.5422139,9.490127,0.7896107,-0.05873701,-0.1560002,-0.02026436
1.44,0.5781902,9.521355,0.7973345,-0.01940178,-0.1652333,-0.06403633
1.46,0.5645494,9.556286,0.76379,0.002910534,-0.1754106,-0.09458763
1.48,0.5502697,9.583834,0.7159578,0.01267816,-0.1683363,-0.09724683
1.50,0.5417372,9.663042,0.7061837,0.02196349,-0.1440687,-0.07864015
1.52,0.5497476,9.733083,0.6982531,0.0338867,-0.1090915,-0.05298671
1.54,0.5988025,9.786022,0.7027248,0.03916335,-0.07885355,-0.04348414
1.56,0.6564387,9.800667,0.7302676,0.0444496,-0.05919398,-0.05213424
1.58,0.6837468,9.801905,0.7627097,0.0554494,-0.04201505,-0.07037028
1.60,0.6616481,9.917592,0.7903183,0.05717827,-0.02240991,-0.07995855
1.62,0.6173096,9.973856,0.7615563,0.03646009,-0.007610227,-0.07358869
1.64,0.610581,9.979376,0.7341395,0.002819703,0.003882822,-0.05446354
1.66,0.6359328,9.908678,0.7546433,-0.01786968,0.01729424,-0.02855439
1.68,0.6261544,9.892509,0.7623481,-0.01111932,0.03532479,-0.007079323
1.70,0.6326723,9.875017,0.7774422,0.003094999,0.051022,0.002212191
1.72,0.6626347,9.826408,0.7826048,0.01110705,0.06295124,0.003850201
1.74,0.6778939,9.839483,0.8020322,0.006717124,0.07299698,0.004092674
1.76,0.6542967,9.767164,0.8056912,-0.001598131,0.08444761,0.007144121
1.78,0.6080409,9.764758,0.7778234,-0.005092124,0.1082523,0.01112638
1.80,0.5730259,9.752229,0.8182571,-0.009513489,0.1266236,0.009388203
1.82,0.6134244,9.756243,0.8225619,-0.01189223,0.1326874,0.003806366
1.84,0.621249,9.79564,0.8522439,-0.009557855,0.1335236,-0.001595813
1.86,0.5931752,9.887534,0.929306,-0.00295425,0.1220006,-0.01105229
1.88,0.6187671,9.878222,0.9598618,-0.01774831,0.08867086,-0.01092026
1.90,0.6115718,9.862388,0.9324482,-0.04356476,0.04640717,0.002258574
1.92,0.5648918,9.903856,0.9078332,-0.05747689,0.01958607,0.0250927
1.94,0.5553192,9.863255,0.8788925,-0.05275792,0.0115298,0.04260452
1.96,0.5888588,9.758463,0.8668073,-0.03679823,0.003964513,0.04574245
1.98,0.6233796,9.676892,0.8643201,-0.01371704,-0.006214016,0.02860407
2.00,0.64569,9.700844,0.8892276,0.01021382,-0.01686585,0.006258041
2.02,0.6441934,9.822081,0.8849899,0.02708731,-0.03143056,0.000438107
2.04,0.6174607,10.01712,0.9118963,0.0270341,-0.03631509,0.01173365
2.06,0.5617623,10.01706,0.8317248,-0.004755272,-0.02875673,0.04010181
2.08,0.5550472,9.91181,0.764298,-0.05221182,-0.001726605,0.06928243
2.10,0.5662463,9.820258,0.774025,-0.07968379,0.03436325,0.07956771
2.12,0.6030905,9.696465,0.7989775,-0.07920649,0.06835588,0.0607321
2.14,0.6306464,9.63979,0.8359216,-0.05930834,0.09194526,0.02758171
2.16,0.6067343,9.651625,0.8528073,-0.03951408,0.1025578,-0.001713511
2.18,0.5431535,9.671475,0.8719127,-0.02864768,0.1084663,-0.01439411
2.20,0.5101714,9.695078,0.8814659,-0.02213636,0.1067735,-0.01284841
2.22,0.5028862,9.685419,0.9241724,-0.0138898,0.09572122,-0.00396994
2.24,0.525637,9.674903,0.962541,-0.001940455,0.07558967,0.001939914
2.26,0.5358257,9.663569,0.9901052,0.01441449,0.0453689,-0.004598708
2.28,0.558906,9.674053,0.9999514,0.03092371,0.009598416,-0.01613271
2.30,0.5642581,9.699014,1.012236,0.04615187,-0.03126267,-0.0267446
2.32,0.5549808,9.725049,1.017728,0.05242236,-0.06535816,-0.03318851
2.34,0.5405483,9.765783,0.9778419,0.05412841,-0.08784295,-0.02992391
2.36,0.5343395,9.791346,0.9396869,0.0496177,-0.100384,-0.02341131
2.38,0.5673084,9.800708,0.9137542,0.05135262,-0.1041976,-0.01932174
2.40,0.6164781,9.766943,0.898968,0.05840769,-0.1010438,-0.02695794
2.42,0.641237,9.77485,0.9084019,0.07800043,-0.09615605,-0.03736451
2.44,0.6371876,9.791338,0.9088205,0.07627665,-0.08797541,-0.04191877
2.46,0.6248428,9.813123,0.8428242,0.049337,-0.07844952,-0.03665421
2.48,0.6341515,9.849272,0.8366647,0.02364903,-0.06927212,-0.02082529
2.50,0.6269925,9.87907,0.8225501,0.01660935,-0.03955625,-0.002452021
2.52,0.6323841,9.839108,0.8204198,0.02055715,-0.01354807,0.01204771
2.54,0.6627936,9.768042,0.8363437,0.01605437,0.001402137,0.00413041
2.56,0.6692473,9.756044,0.8672938,0.01184003,0.007784238,-0.006168172
2.58,0.6212655,9.809937,0.8688366,0.005967948,0.01363586,-0.01024929
2.60,0.5943669,9.859495,0.8505521,-0.002049917,0.02104931,0.003466788
2.62,0.5741351,9.865601,0.8595265,-0.01487682,0.02354569,0.02052475
2.64,0.5742758,9.831546,0.8611337,-0.01973683,0.02367383,0.03325604
2.66,0.5759784,9.78896,0.8626966,-0.02387166,0.01954689,0.03912302
2.68,0.5849278,9.752456,0.8623843,-0.02459749,0.01178658,0.03740786
2.70,0.595533,9.688926,0.8624556,-0.0268143,0.002218782,0.02161901
2.72,0.5709238,9.778578,0.8580207,-0.01469721,-0.004416854,0.007716081
2.74,0.5566766,9.784219,0.8508222,-0.005030655,-0.005770123,0.006222288
2.76,0.5505707,9.815179,0.8220707,-0.01142407,-0.01159992,0.009909447
2.78,0.5394502,9.80998,0.8102359,-0.01905381,-0.01489376,0.0169103
2.80,0.5591507,9.795086,0.8104723,-0.02041851,-0.01743058,0.01710823
2.82,0.5672782,9.755425,0.806717,-0.01675177,-0.01575155,0.01105598
2.84,0.5666536,9.742412,0.7988315,-0.007565848,-0.01332089,-0.0009241287
2.86,0.5713884,9.742467,0.8106207,-0.005329736,-0.0172436,-0.009280593
2.88,0.5594184,9.762559,0.7948297,-0.003517153,-0.01899055,-0.0100375
2.90,0.5362795,9.797678,0.7786672,0.002184758,-0.01178384,-0.006105842
2.92,0.5222968,9.783608,0.789484,0.007289786,-0.00571076,0.0008208678
2.94,0.5547865,9.771659,0.7972046,0.007529506,-0.004838261,0.00523342
2.96,0.5689032,9.805553,0.7808141,0.01831311,-0.003280783,0.0004426895
2.98,0.5616506,9.818863,0.8253142,0.02443375,0.002024341,-0.009920687
3.00,0.568185,9.751228,0.8247121,0.01581042,0.002062577,-0.02388517
3.02,0.5840803,9.762534,0.791592,-0.002394172,-0.001202245,-0.02451841
3.04,0.5613347,9.793571,0.7882171,-0.00590163,0.003399446,-0.01718871
3.06,0.5611269,9.8116,0.801467,0.00356818,0.01251451,-0.00811487
3.08,0.5568205,9.777133,0.7971526,0.01561862,0.01737412,-0.002401117
3.10,0.5827874,9.769713,0.8199887,0.02336828,0.02019001,-0.003564713
3.12,0.5838658,9.755099,0.8397849,0.02635304,0.0182646,-0.01226508
3.14,0.5817838,9.780503,0.8506076,0.02336179,0.00674025,-0.02142693
3.16,0.5701707,9.818089,0.8456965,0.01774974,-0.001590229,-0.02350277
3.18,0.5491227,9.836715,0.838808,0.01103321,-0.006860176,-0.01698876
3.20,0.5554293,9.817652,0.8230903,0.005744705,-0.004308916,-0.002246208
3.22,0.569109,9.811371,0.8153264,0.002793768,0.0006840818,0.008464987
3.24,0.5850108,9.802386,0.8206654,0.002824361,0.001669653,0.01234719
3.26,0.5913399,9.792785,0.8139364,0.008048847,0.007676014,0.008486
3.28,0.5858223,9.778015,0.8179534,0.01325899,0.01405562,0.002638287
3.30,0.5726519,9.757545,0.8098856,0.01214743,0.0204015,-0.007002037
3.32,0.5727478,9.754711,0.829529,0.007831026,0.02217805,-0.01064718
3.34,0.5679313,9.790666,0.8389848,0.005325377,0.02452447,-0.01178867
3.36,0.5600498,9.789167,0.851172,-0.0004226489,0.01926068,-0.008056222
3.38,0.5626364,9.779027,0.8671371,-0.003467596,0.009180295,-0.00338829
3.40,0.558163,9.776076,0.8761912,-0.001597515,-0.001860976,-0.001744261
3.42,0.5683239,9.755164,0.8671581,0.005329116,-0.01204185,-0.001821703
