time_s,ax,ay,az,gx,gy,gz
0.00,1.947001,8.726254,3.704047,-0.02111208,-0.07176467,0.0400813
0.02,2.053409,8.609628,3.572143,-0.03468119,0.01421944,0.03491981
0.04,2.096097,8.565571,3.676399,-0.05232495,0.08523139,0.02408204
0.06,2.04192,8.608715,3.915029,-0.06528486,0.1267061,0.01947513
0.08,1.945958,8.692872,4.181379,-0.07132052,0.1327852,0.0275347
0.10,1.902239,8.71315,4.381845,-0.082779,0.1118668,0.03697885
0.12,1.938396,8.637204,4.52542,-0.08984701,0.06847335,0.04347327
0.14,2.021634,8.565113,4.571616,-0.09189101,0.0308174,0.03768403
0.16,2.081328,8.50247,4.53736,-0.07466219,0.01924786,0.02603723
0.18,2.093859,8.478693,4.518497,-0.0464117,0.02138672,0.008832711
0.20,2.079938,8.506121,4.531643,-0.02887736,0.01117722,-0.003494913
0.22,2.031425,8.53512,4.534375,-0.02584095,-0.01233114,-0.01126288
0.24,2.005229,8.573948,4.474979,-0.02638547,-0.02858716,-0.01037699
0.26,1.983155,8.598414,4.375741,-0.02742002,-0.03117877,-0.009132833
0.28,1.983249,8.596707,4.286789,-0.02968891,-0.02152916,-0.006637915
0.30,1.972607,8.601366,4.261387,-0.0346002,-0.005114969,-0.002947744
0.32,1.968229,8.611294,4.266749,-0.03554172,0.01233102,0.004096987
0.34,1.956336,8.610806,4.337749,-0.03457893,0.02417757,0.009792474
0.36,1.957422,8.603319,4.409267,-0.03260607,0.02483854,0.01601653
0.38,1.984995,8.580515,4.449654,-0.02983178,0.02147908,0.01927441
0.40,2.004509,8.54765,4.434722,-0.0288148,0.02261238,0.01677997
0.42,2.022236,8.534702,4.404015,-0.0281674,0.02371961,0.01382545
0.44,2.022858,8.531023,4.401955,-0.0310412,0.02478557,0.0097182
0.46,2.009794,8.531051,4.436121,-0.02820802,0.02781658,0.008641878
0.48,2.006485,8.545079,4.442984,-0.02280553,0.03346185,0.008093422
0.50,1.990667,8.555758,4.455859,-0.0166608,0.03498487,0.01039998
0.52,1.980626,8.56217,4.467395,-0.01031468,0.04085493,0.01368792
0.54,1.973299,8.557662,4.491948,0.001756405,0.0505673,0.01591888
0.56,1.960993,8.566619,4.490767,0.01091753,0.05195848,0.02058719
0.58,1.96988,8.563742,4.463427,0.01393191,0.05728656,0.02591088
0.60,1.967638,8.560042,4.42259,0.01490658,0.06040625,0.02796985
0.62,1.990997,8.550943,4.412694,0.008710962,0.06129703,0.02753193
0.64,1.997076,8.533567,4.454642,0.004584348,0.0634877,0.02850448
0.66,2.002091,8.527322,4.480877,0.008532519,0.06211071,0.02590928
0.68,2.005607,8.525636,4.48206,0.01140499,0.06122263,0.02405989
0.70,2.016265,8.506255,4.477075,0.01159937,0.05658935,0.0195271
0.72,2.016295,8.50731,4.478859,0.009804204,0.0539911,0.01309148
0.74,2.000387,8.516654,4.561871,0.01577139,0.0445342,0.01123037
0.76,1.978086,8.5191,4.604586,0.02574301,0.03283903,0.01006835
0.78,1.985973,8.536253,4.588635,0.03782909,0.02636043,0.01015632
0.80,1.96461,8.566774,4.504444,0.05898024,0.03683251,0.01199448
0.82,2.010252,8.513131,4.565744,0.07593734,0.03560577,0.008108672
0.84,2.060616,8.466236,4.644356,0.09234972,0.01851912,-0.004614026
0.86,2.041772,8.498639,4.580442,0.08775077,-0.01087711,-0.01464919
0.88,2.006042,8.550333,4.387707,0.06816258,-0.03301746,-0.01871833
0.90,1.964989,8.612983,4.142849,0.04560457,-0.01805568,-0.01623518
0.92,1.95398,8.619888,4.093291,0.01376636,-0.01092498,-0.01062958
0.94,1.959486,8.62064,4.089016,-0.008928378,0.01151317,-0.007536415
0.96,1.926391,8.646712,4.142409,-0.02778265,0.03053059,-0.001221376
0.98,1.911228,8.643013,4.261579,-0.04989627,0.02780016,0.008898504
1.00,1.946529,8.604984,4.360355,-0.07158104,0.01203428,0.01095706
1.02,1.991389,8.546096,4.371954,-0.09684862,-0.01012,0.007996674
1.04,2.009908,8.544266,4.319415,-0.1166337,-0.014986,0.003624997
1.06,1.982617,8.543808,4.285648,-0.1266266,0.001105206,0.0009264417
1.08,1.946352,8.555087,4.400813,-0.1227645,0.01320617,0.002217019
1.10,1.915702,8.566926,4.578846,-0.1104076,0.01162908,0.009826059
1.12,1.919848,8.567141,4.674421,-0.09266131,0.003142164,0.01732845
1.14,1.938325,8.533016,4.678338,-0.08531927,-0.01594263,0.02244868
1.16,1.95595,8.528817,4.572192,-0.09162971,-0.02605627,0.02741714
1.18,1.939686,8.556465,4.36045,-0.09556269,-0.004543588,0.03459479
1.20,1.901628,8.581511,4.273621,-0.08712383,0.04797842,0.04976314
1.22,1.894465,8.585333,4.45174,-0.06226649,0.08902095,0.06614252
1.24,1.92765,8.538008,4.716431,-0.03670402,0.09780331,0.0807763
1.26,1.974605,8.474556,4.844663,-0.01838501,0.08035966,0.08234424
1.28,2.011783,8.433664,4.824086,-0.01258419,0.05002169,0.08136373
1.30,1.968324,8.488624,4.682265,0.008251854,0.05909719,0.09100036
1.32,1.930813,8.558136,4.522351,0.05390128,0.1173539,0.1057115
1.34,1.971336,8.515432,4.508173,0.09466581,0.1723056,0.1181994
1.36,2.060386,8.42723,4.581903,0.1075359,0.1888685,0.117566
1.38,2.13202,8.37752,4.58987,0.09923027,0.1822409,0.1037654
1.40,2.146942,8.349869,4.647618,0.07953074,0.1534591,0.08535627
1.42,2.132316,8.359477,4.687927,0.05166542,0.1156148,0.06921711
1.44,2.148663,8.356918,4.661437,0.03194376,0.07893079,0.05339731
1.46,2.198562,8.296995,4.643529,0.01161921,0.04730335,0.02655592
1.48,2.226427,8.27573,4.664348,-0.006329996,0.01897655,-0.002518861
1.50,2.172067,8.328424,4.694173,-0.00568783,0.0005969778,-0.02280112
1.52,2.077791,8.423018,4.681777,0.005336867,-0.006750356,-0.03056631
1.54,2.018389,8.477567,4.66654,0.009634967,-0.01966875,-0.02880825
1.56,1.998883,8.501452,4.632782,0.001827354,-0.03964546,-0.02386853
1.58,1.995442,8.506834,4.56981,-0.008112933,-0.0460312,-0.01983682
1.60,2.001314,8.515466,4.483749,-0.009317172,-0.03754636,-0.01405778
1.62,1.979209,8.531507,4.431783,-0.009821102,-0.01849154,-0.003896926
1.64,1.943153,8.561549,4.426285,-0.01167023,-0.0005527439,0.007195191
1.66,1.944608,8.569766,4.454812,-0.01544428,0.01351719,0.02435087
1.68,1.964036,8.550231,4.503254,-0.01944361,0.02199092,0.03679712
1.70,1.993186,8.532083,4.526159,-0.01624007,0.0293434,0.04663107
