time_s,ax,ay,az,gx,gy,gz
0.00,1.426404,9.475191,1.914426,-0.07498766,-0.05627237,-0.008033975
0.02,1.442286,9.4691,1.79979,-0.06494772,-0.1253071,-0.01126253
0.04,1.454788,9.492499,1.750654,-0.04487467,-0.1660346,-0.003838618
0.06,1.460638,9.533554,1.664479,-0.0258747,-0.1771204,0.009044096
0.08,1.486593,9.508256,1.584673,-0.007899199,-0.1544881,0.01967409
0.10,1.515798,9.520077,1.565593,0.005979321,-0.1192678,0.01419948
0.12,1.549393,9.543885,1.563701,0.0175909,-0.0635377,0.004889863
0.14,1.529902,9.586837,1.502282,0.0238513,0.005740277,-0.004019531
0.16,1.481569,9.623669,1.495346,0.02296327,0.07295201,-0.004734226
0.18,1.4366,9.628999,1.557523,0.01892609,0.12176,0.001887258
0.20,1.406942,9.541426,1.606507,0.007062513,0.1554913,0.01137417
0.22,1.402217,9.473676,1.623738,0.004661107,0.1726393,0.01975404
0.24,1.408831,9.487437,1.63966,0.01440586,0.18161,0.02517544
0.26,1.423273,9.489375,1.690551,0.03119815,0.1776987,0.02924426
0.28,1.461382,9.524384,1.710285,0.05749391,0.158661,0.03357137
0.30,1.492143,9.534129,1.788916,0.07091344,0.11319,0.0471687
0.32,1.500153,9.528552,1.775154,0.05595443,0.06107091,0.08614467
0.34,1.44599,9.520673,1.671502,0.03047811,0.03413906,0.1274557
0.36,1.401926,9.33599,1.539551,0.0303783,0.03851708,0.1382341
0.38,1.46917,9.180229,1.523497,0.06551696,0.04940831,0.1142259
0.40,1.593363,9.238274,1.627766,0.1081419,0.02996912,0.06420188
0.42,1.74461,9.520523,1.760884,0.126754,-0.006752667,0.009763463
0.44,1.770676,9.668717,1.746207,0.1084915,-0.02556771,-0.01953157
0.46,1.632481,9.785408,1.546789,0.07221056,0.001289645,-0.00863578
0.48,1.511926,9.755383,1.415856,0.03605294,0.06952154,0.0312526
0.50,1.547691,9.724236,1.430049,0.01421007,0.1327558,0.07148656
0.52,1.609889,9.661649,1.541135,-0.002818471,0.1680259,0.07046649
0.54,1.655005,9.641926,1.688702,-0.02124917,0.1695593,0.03966049
0.56,1.638286,9.687428,1.730408,-0.03327885,0.1535161,0.008842946
0.58,1.54681,9.745921,1.731844,-0.03814261,0.1379155,-0.001872823
0.60,1.508012,9.71735,1.751805,-0.05128717,0.113151,0.008214201
0.62,1.484389,9.600779,1.765087,-0.06229588,0.07640135,0.02824351
0.64,1.51804,9.524128,1.848387,-0.05218489,0.01087772,0.03530717
0.66,1.587706,9.540792,1.956851,-0.03056338,-0.07690714,0.03599549
0.68,1.493775,9.580088,1.902208,-0.03382972,-0.1364707,0.04405963
0.70,1.372374,9.42533,1.705881,-0.05418221,-0.1524881,0.05502533
0.72,1.370888,9.141096,1.593032,-0.07136822,-0.1262111,0.05614324
0.74,1.380552,8.771429,1.503829,-0.08024207,-0.09142516,0.03649749
0.76,1.406516,8.718232,1.494688,-0.04622838,-0.07823922,-0.009353578
0.78,1.443112,9.10951,1.636706,0.0844304,-0.08362975,-0.07814372
0.80,1.467694,9.782341,1.86439,0.267341,-0.1084362,-0.1516968
0.82,1.496355,10.31856,2.107605,0.3671116,-0.1687089,-0.1900282
0.84,1.432896,10.37232,2.140692,0.3322355,-0.2459551,-0.1429213
0.86,1.401155,10.10999,1.917407,0.2455117,-0.2978439,-0.01393214
0.88,1.364406,10.18378,1.616409,0.2336262,-0.2861983,0.1355128
0.90,1.415862,10.37615,1.549216,0.2965163,-0.1939941,0.221728
0.92,1.59385,10.5259,1.521785,0.3626345,-0.06557529,0.2058264
0.94,1.637958,10.4493,1.479139,0.3615685,0.0864107,0.1060906
0.96,1.592932,9.852185,1.477476,0.2328096,0.2589775,-0.00471846
